,iata,iso,name,continent,type,lat,lon,size,status
5956,LKH,MY,Long Akah Airport,AS,airport,3.312934,114.78566,small,1
5957,MUR,MY,Marudi Airport,AS,airport,4.183333,114.316666,medium,1
5958,BSE,MY,Sematan Airport,AS,airport,1.8,109.76667,small,1
5959,KPI,MY,Kapit Airport,AS,airport,2.010556,112.92944,small,1
5960,BKM,MY,Bakalalan Airport,AS,airport,3.966667,115.61667,small,1
5961,MYY,MY,Miri Airport,AS,airport,4.325261,113.983116,medium,1
5962,SBW,MY,Sibu Airport,AS,airport,2.254997,111.98657,medium,1
5963,TGC,MY,Tanjung Manis Airport,AS,airport,2.176315,111.20335,small,1
5964,LSU,MY,Long Sukang Airport,AS,airport,4.55,115.5,small,1
5965,LWY,MY,Lawas Airport,AS,airport,4.916667,115.416664,small,1
5966,SGG,MY,Simanggang Airport,AS,airport,65.90608,-36.378273,small,1
5967,BBN,MY,Bario Airport,AS,airport,3.683333,115.46667,medium,1
5968,SMM,MY,Semporna Airport,AS,airport,4.416667,118.833336,small,1
5969,LDU,MY,Lahad Datu Airport,AS,airport,5.035278,118.32611,medium,1
5970,TEL,MY,Telupid Airport,AS,airport,5.583333,117.11667,small,1
5971,KGU,MY,Keningau Airport,AS,airport,5.356667,116.16194,small,1
5972,SXS,MY,Sahabat [Sahabat 16] Airport,AS,airport,5.089722,119.09167,small,1
5973,BKI,MY,Kota Kinabalu International Airport,AS,airport,5.923961,116.05075,medium,1
5974,LBU,MY,Labuan Airport,AS,airport,5.294355,115.24916,medium,1
5975,TMG,MY,Tomanggong Airport,AS,airport,5.4,118.65,small,1
5976,GSA,MY,Long Pasia Airport,AS,airport,4.416667,115.76667,small,1
5977,SPE,MY,Sepulot Airport,AS,airport,4.712222,116.45695,small,1
5978,PAY,MY,Pamol Airport,AS,airport,5.993056,117.39445,small,1
5979,RNU,MY,Ranau Airport,AS,airport,5.95,116.666664,small,1
5980,SDK,MY,Sandakan Airport,AS,airport,5.896877,118.06184,medium,1
5981,KUD,MY,Kudat Airport,AS,airport,6.925,116.83417,small,1
5982,TWU,MY,Tawau Airport,AS,airport,4.26275,117.884865,medium,1
5983,MZV,MY,Mulu Airport,AS,airport,4.033333,114.8,medium,1
5984,BWN,BN,Brunei International Airport,AS,airport,4.945197,114.93375,large,1
5985,TKG,ID,Radin Inten II (Branti) Airport,AS,airport,-5.242783,105.1758,medium,1
5986,PKU,ID,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,AS,airport,0.464563,101.446884,medium,1
5987,DUM,ID,Pinang Kampai Airport,AS,airport,1.583333,101.46667,medium,1
5988,RKO,ID,Rokot Airport,AS,airport,-2.083333,116.0,small,1
5989,SEQ,ID,Sungai Pakning Bengkalis Airport,AS,airport,-0.8,114.066666,small,1
5990,TJB,ID,Tanjung Balai Airport,AS,airport,2.916667,99.73333,small,1
5991,BDO,ID,Husein Sastranegara International Airport,AS,airport,-6.904648,107.58178,medium,1
5992,CBN,ID,Penggung Airport,AS,airport,-6.75,108.53333,small,1
5993,TSY,ID,Cibeureum Airport,AS,airport,-7.3,108.2,small,1
5994,BTH,ID,Hang Nadim Airport,AS,airport,1.123627,104.11528,medium,1
5995,PPR,ID,Pasir Pangaraan Airport,AS,airport,0.833333,100.36667,small,1
5996,TNJ,ID,Kijang Airport,AS,airport,0.919167,104.53611,small,1
5997,SIQ,ID,Dabo Airport,AS,airport,-0.5,104.416664,small,1
5998,HLP,ID,Halim Perdanakusuma International Airport,AS,airport,-6.268056,106.89028,medium,1
5999,CXP,ID,Tunggul Wulung Airport,AS,airport,-7.733333,109.0,medium,1
6000,PCB,ID,Pondok Cabe Air Base,AS,airport,-6.35,106.76667,small,1
6001,CGK,ID,Soekarno-Hatta International Airport,AS,airport,-6.130643,106.655525,large,1
6002,LLG,ID,Silampari Airport,AS,airport,-17.133333,144.53334,small,1
6003,GNS,ID,Binaka Airport,AS,airport,1.25,97.5,medium,1
6004,AEG,ID,Aek Godang Airport,AS,airport,1.399722,99.416664,medium,1
6005,PDG,ID,Tabing Airport,AS,airport,-0.786667,100.280556,medium,1
6006,MES,ID,Polonia International Airport,AS,airport,3.561111,98.672775,medium,1
6007,TJQ,ID,Buluh Tumbang (H A S Hanandjoeddin) Airport,AS,airport,-2.75,107.65,small,1
6008,NPO,ID,Nanga Pinoh I Airport,AS,airport,-0.333333,111.73333,medium,1
6009,KTG,ID,Ketapang(Rahadi Usman) Airport,AS,airport,-1.833333,109.98333,medium,1
6010,MWK,ID,Tarempa Airport,AS,airport,3.3,106.26667,small,1
6011,NTX,ID,Ranai Airport,AS,airport,3.95,108.38333,medium,1
6012,PNK,ID,Supadio Airport,AS,airport,-0.14735,109.40533,medium,1
6013,PSU,ID,Pangsuma Airport,AS,airport,0.833333,112.933334,medium,1
6014,SQG,ID,Sintang(Susilo) Airport,AS,airport,0.083333,111.583336,medium,1
6015,DJB,ID,Sultan Thaha Airport,AS,airport,-1.630432,103.63936,small,1
6016,PGK,ID,Pangkal Pinang (Depati Amir) Airport,AS,airport,-2.164017,106.13707,small,1
6017,BKS,ID,Padang Kemiling (Fatmawati Soekarno) Airport,AS,airport,-3.866159,102.34349,medium,1
6018,PLM,ID,Sultan Mahmud Badaruddin Ii Airport,AS,airport,-2.900146,104.69861,medium,1
6019,PDO,ID,Pendopo Airport,AS,airport,-3.283333,103.86667,medium,1
6020,RGT,ID,Japura Airport,AS,airport,-0.4,102.55,medium,1
6021,PDG,ID,Minangkabau Airport,AS,airport,-0.786667,100.280556,medium,1
6022,MPC,ID,Muko Muko Airport,AS,airport,-2.55,101.1,small,1
6023,KLQ,ID,Keluang Airport,AS,airport,-2.683333,103.9,small,1
6024,TPK,ID,Teuku Cut Ali Airport,AS,airport,3.266667,97.183334,small,1
6025,SBG,ID,Maimun Saleh Airport,AS,airport,5.55,95.333336,small,1
6026,MEQ,ID,Seunagan Airport,AS,airport,4.15,96.11667,small,1
6027,LSX,ID,Lhok Sukon Airport,AS,airport,5.066667,97.316666,medium,1
6028,LSW,ID,Malikus Saleh Airport,AS,airport,5.166667,97.166664,small,1
6029,BTJ,ID,Sultan Iskandarmuda Airport,AS,airport,5.518021,95.41833,medium,1
6030,SXT,MY,Sungai Tiang Airport,AS,airport,4.330556,102.39667,small,1
6031,MEP,MY,Mersing Airport,AS,airport,2.416667,103.833336,small,1
6032,SWY,MY,Sitiawan Airport,AS,airport,4.220703,100.70029,small,1
6033,TPG,MY,Taiping (Tekah) Airport,AS,airport,4.85,100.73333,small,1
6034,TOD,MY,Pulau Tioman Airport,AS,airport,2.75,104.166664,medium,1
6035,AOR,MY,Sultan Abdul Halim Airport,AS,airport,6.201171,100.405266,medium,1
6036,BWH,MY,Butterworth Airport,AS,airport,5.466667,100.3925,medium,1
6037,KBR,MY,Sultan Ismail Petra Airport,AS,airport,6.17057,102.29092,medium,1
6038,KUA,MY,Kuantan Airport,AS,airport,3.780765,103.21518,medium,1
6039,KTE,MY,Kerteh Airport,AS,airport,4.538333,103.42833,medium,1
6040,IPH,MY,Sultan Azlan Shah Airport,AS,airport,4.566944,101.09583,medium,1
6041,JHB,MY,Senai International Airport,AS,airport,1.638889,103.67083,medium,1
6042,KUL,MY,Kuala Lumpur International Airport,AS,airport,2.755672,101.70539,large,1
6043,LGK,MY,Langkawi International Airport,AS,airport,6.342174,99.7314,medium,1
6044,MKZ,MY,Malacca Airport,AS,airport,2.264167,102.253334,medium,1
6045,TGG,MY,Sultan Mahmud Airport,AS,airport,5.380504,103.10642,medium,1
6046,PEN,MY,Penang International Airport,AS,airport,5.292961,100.265175,medium,1
6047,PKG,MY,Pulau Pangkor Airport,AS,airport,4.244177,100.55355,small,1
6048,RDN,MY,LTS Pulau Redang Airport,AS,airport,5.765278,103.00694,small,1
6049,SZB,MY,Sultan Abdul Aziz Shah International Airport,AS,airport,3.130644,101.558075,medium,1
6050,AUT,TL,Atauro Airport,AS,airport,-8.216667,125.583336,small,1
6051,UAI,TL,Suai Airport,AS,airport,-9.3,125.28333,medium,1
6052,DIC,TL,Dili City Heliport,AS,heliport,,,,1
6053,DIL,TL,Presidente Nicolau Lobato International Airport,AS,airport,-8.549616,125.525,medium,1
6054,BCH,TL,Cakung Airport,AS,airport,-8.491667,126.39972,medium,1
6055,MPT,TL,Maliana Airport,AS,airport,-8.066667,125.25,small,1
6056,OEC,TL,Oecussi Airport,AS,airport,-9.205,124.34167,small,1
6057,VIQ,TL,Viqueque Airport,AS,airport,-8.883333,126.36667,small,1
6058,ABU,ID,Haliwen Airport,AS,airport,-9.133333,124.88333,small,1
6059,BJW,ID,Padhameleda Airport,AS,airport,-8.766667,120.98333,small,1
6060,LKA,ID,Gewayentana Airport,AS,airport,-8.274301,123.00131,small,1
6061,SAU,ID,Sawu Airport,AS,airport,-10.483333,121.9,small,1
6062,SGQ,ID,Sanggata Airport,AS,airport,0.5,117.333336,small,1
6063,LBW,ID,Long Bawan Airport,AS,airport,0.583333,115.166664,small,1
6064,BXT,ID,Bontang Airport,AS,airport,0.166667,117.5,small,1
6065,NNX,ID,Nunukan Airport,AS,airport,4.15,117.65,small,1
6066,TNB,ID,Tanah Grogot Airport,AS,airport,-1.916667,116.2,small,1
6067,LPU,ID,Long Apung Airport,AS,airport,1.707091,114.969986,small,1
6068,SZH,ID,Senipah Airport,AS,airport,-0.966667,117.13333,small,1
6069,QPG,SG,Paya Lebar Air Base,AS,airport,1.35,103.9,medium,1
6070,TGA,SG,Tengah Air Base,AS,airport,1.426665,103.780556,medium,1
6071,XSP,SG,Seletar Airport,AS,airport,1.366667,103.96667,medium,1
6072,SIN,SG,Singapore Changi International Airport,AS,airport,1.361173,103.990204,large,1
6073,WWT,US,Newtok Seaplane Base,NA,seaplanes,,,,1
6074,BCD,PH,Bacolod City Domestic Airport,AS,closed,,,,0
6075,MNI,MS,W. H. Bramble Airport,NA,closed,,,,0
6076,SKL,GB,Skye Bridge Ashaig Airport,EU,airport,57.333332,-6.25,small,1
6077,MUC,DE,Munich-Reim Airport,EU,closed,,,,0
6078,ALH,AU,Albany Airport,OC,airport,-34.944996,117.804,medium,1
6079,ABG,AU,Abingdon Downs Airport,OC,airport,-17.666668,143.2,small,1
6080,AWN,AU,Alton Downs Airport,OC,airport,-26.25,138.66667,small,1
6081,AUD,AU,Augustus Downs Airport,OC,airport,-18.506945,139.88167,small,1
6082,MRP,AU,Marla Airport,OC,airport,-27.0,135.0,small,1
6083,AXL,AU,Alexandria Homestead Airport,OC,airport,-19.083332,136.66667,small,1
6084,AXC,AU,Aramac Airport,OC,airport,-22.958055,145.2425,small,1
6085,ADO,AU,Andamooka Airport,OC,airport,-31.016666,137.15,small,1
6086,AMX,AU,Ammaroo Airport,OC,airport,-21.74,135.24,small,1
6087,AMT,AU,Amata Airport,OC,airport,-26.766666,132.03334,small,1
6088,AYL,AU,Anthony Lagoon Airport,OC,airport,-18.033333,135.53334,small,1
6089,ABH,AU,Alpha Airport,OC,airport,-23.65,146.63333,medium,1
6090,ARY,AU,Ararat Airport,OC,airport,-37.316666,143.0,medium,1
6091,GYL,AU,Argyle Airport,OC,airport,-16.333332,128.66667,small,1
6092,ARM,AU,Armidale Airport,OC,airport,-30.532297,151.61493,medium,1
6093,AAB,AU,Arrabury Airport,OC,airport,-26.7,141.04167,small,1
6094,AUU,AU,Aurukun Airport,OC,airport,-13.166667,142.25,small,1
6095,AWP,AU,Austral Downs Airport,OC,airport,-20.5,137.75,small,1
6096,AVG,AU,Auvergne Airport,OC,airport,-15.65,130.01666,small,1
6097,AYQ,AU,Ayers Rock Connellan Airport,OC,airport,-25.190878,130.97658,medium,1
6098,AYR,AU,Ayr Airport,OC,airport,-19.596666,147.32445,small,1
6099,ACF,AU,Brisbane Archerfield Airport,OC,airport,,,small,1
6100,ABM,AU,Bamaga Injinoo Airport,OC,airport,-10.942619,142.45033,small,1
6101,BCI,AU,Barcaldine Airport,OC,airport,-23.559168,145.30194,medium,1
6102,ASP,AU,Alice Springs Airport,OC,airport,-23.80139,133.90338,medium,1
6103,BDD,AU,Badu Island Airport,OC,airport,-10.148655,142.17166,small,1
6104,BBE,AU,Big Bell Airport,OC,airport,-17.333332,117.583336,small,1
6105,BNE,AU,Brisbane International Airport,OC,airport,-27.40303,153.10905,large,1
6106,OOL,AU,Gold Coast Airport,OC,airport,-28.166164,153.51314,medium,1
6107,BKQ,AU,Blackall Airport,OC,airport,-24.434168,145.42833,medium,1
6108,CNS,AU,Cairns International Airport,OC,airport,-16.876537,145.75404,medium,1
6109,CTL,AU,Charleville Airport,OC,airport,-26.413334,146.25842,medium,1
6110,BXG,AU,Bendigo Airport,OC,airport,-36.734722,144.30194,small,1
6111,BVI,AU,Birdsville Airport,OC,airport,-25.898333,139.34334,medium,1
6112,BTX,AU,Betoota Airport,OC,airport,-25.7,140.73334,small,1
6113,BQW,AU,Balgo Hill Airport,OC,airport,-20.183332,127.8,small,1
6114,BHQ,AU,Broken Hill Airport,OC,airport,-31.998983,141.46857,medium,1
6115,HTI,AU,Hamilton Island Airport,OC,airport,-20.35175,148.94847,medium,1
6116,BEU,AU,Bedourie Airport,OC,airport,-24.23,139.445,medium,1
6117,BRK,AU,Bourke Airport,OC,airport,-30.083332,145.93333,medium,1
6118,BUC,AU,Burketown Airport,OC,airport,-17.75,139.53334,small,1
6119,BLN,AU,Benalla Airport,OC,airport,-36.55,145.98334,medium,1
6120,LCN,AU,Balcanoona Airport,OC,airport,-30.516666,139.35,small,1
6121,BLS,AU,Bollon Airport,OC,airport,-28.05,147.48334,small,1
6122,BQB,AU,Busselton Regional Airport,OC,airport,-33.68688,115.40204,small,1
6123,ISA,AU,Mount Isa Airport,OC,airport,-20.667637,139.49179,medium,1
6124,MCY,AU,Sunshine Coast Airport,OC,airport,-26.60538,153.08821,medium,1
6125,MKY,AU,Mackay Airport,OC,airport,-21.176285,149.1818,medium,1
6126,BNK,AU,Ballina Byron Gateway Airport,OC,airport,-28.837606,153.5564,medium,1
6127,BSJ,AU,Bairnsdale Airport,OC,airport,-37.833332,147.63333,medium,1
6128,GIC,AU,Boigu Airport,OC,airport,-9.233333,142.21666,small,1
6129,OKY,AU,Oakey Airport,OC,airport,-27.406668,151.735,medium,1
6130,BQL,AU,Boulia Airport,OC,airport,-22.9,139.9,medium,1
6131,BMP,AU,Brampton Island Airport,OC,airport,-20.783333,149.23334,small,1
6132,PPP,AU,Proserpine Whitsunday Coast Airport,OC,airport,-20.488922,148.55194,medium,1
6133,ROK,AU,Rockhampton Airport,OC,airport,-23.377993,150.47841,medium,1
6134,BOX,AU,Borroloola Airport,OC,airport,-16.066668,136.28334,small,1
6135,BME,AU,Broome International Airport,OC,airport,-17.95264,122.23429,medium,1
6136,BZD,AU,Balranald Airport,OC,airport,-34.61667,143.61667,medium,1
6137,BWQ,AU,Brewarrina Airport,OC,airport,-29.95,146.86667,medium,1
6138,BHS,AU,Bathurst Airport,OC,airport,-33.41387,149.65518,medium,1
6139,BRT,AU,Bathurst Island Airport,OC,airport,-11.766667,130.63333,medium,1
6140,TSV,AU,Townsville Airport,OC,airport,-19.256506,146.7708,medium,1
6141,BLT,AU,Blackwater Airport,OC,airport,-23.602184,148.8084,medium,1
6142,BDB,AU,Bundaberg Airport,OC,airport,-24.898708,152.32187,medium,1
6143,BUY,AU,Bunbury Airport,OC,airport,-33.316666,115.63333,small,1
6144,ZBO,AU,Bowen Airport,OC,airport,-20.016666,148.21666,small,1
6145,WEI,AU,Weipa Airport,OC,airport,-12.681317,141.9247,medium,1
6146,BWB,AU,Barrow Island Airport,OC,airport,-20.783333,115.416664,small,1
6147,BVZ,AU,Beverley Springs Airport,OC,airport,-15.0,124.0,small,1
6148,CGV,AU,Caiguna Airport,OC,airport,-32.266666,125.46667,small,1
6149,CLH,AU,Coolah Airport,OC,airport,-31.833332,149.7,small,1
6150,CVQ,AU,Carnarvon Airport,OC,airport,-24.883429,113.66358,medium,1
6151,CSI,AU,Casino Airport,OC,airport,-28.883333,153.05833,small,1
6152,CAZ,AU,Cobar Airport,OC,airport,-31.536797,145.79659,medium,1
6153,COJ,AU,Coonabarabran Airport,OC,airport,-31.337221,149.27194,medium,1
6154,CBY,AU,Canobie Airport,OC,airport,-19.478611,140.92612,small,1
6155,CBI,AU,Cape Barren Island Airport,OC,airport,-40.3885,148.01344,small,1
6156,CPD,AU,Coober Pedy Airport,OC,airport,-29.044443,134.75278,medium,1
6157,CRB,AU,Collarenebri Airport,OC,airport,-29.55,148.58333,small,1
6158,CCL,AU,Chinchilla Airport,OC,airport,-26.75,150.63333,medium,1
6159,CNC,AU,Coconut Island Airport,OC,airport,-10.050179,143.06659,small,1
6160,CNJ,AU,Cloncurry Airport,OC,airport,-20.668905,140.50851,medium,1
6161,CBX,AU,Condobolin Airport,OC,airport,-33.86667,148.25,small,1
6162,CUD,AU,Caloundra Airport,OC,airport,-26.8,153.15,small,1
6163,CED,AU,Ceduna Airport,OC,airport,-32.12378,133.70122,medium,1
6164,CVC,AU,Cleve Airport,OC,airport,-33.7,136.5,medium,1
6165,CFI,AU,Camfield Airport,OC,airport,-17.033333,131.28334,small,1
6166,LLG,AU,Chillagoe Airport,OC,airport,-17.133333,144.53334,small,1
6167,CXT,AU,Charters Towers Airport,OC,airport,-20.046667,146.26917,small,1
6168,CKI,AU,Croker Island Airport,OC,airport,-11.2,132.53334,small,1
6169,CTN,AU,Cooktown Airport,OC,airport,-15.443333,145.18333,medium,1
6170,CMQ,AU,Clermont Airport,OC,airport,-22.77181,147.62189,medium,1
6171,CMA,AU,Cunnamulla Airport,OC,airport,-28.03139,145.6161,medium,1
6172,CML,AU,Camooweal Airport,OC,airport,-19.933332,138.11667,small,1
6173,NIF,AU,Camp Nifty Airport,OC,airport,-21.675,121.58611,small,1
6174,CES,AU,Cessnock Airport,OC,airport,-32.833332,151.35,small,1
6175,CNB,AU,Coonamble Airport,OC,airport,-30.980833,148.37833,medium,1
6176,ODL,AU,Cordillo Downs Airport,OC,airport,-26.716667,140.63333,small,1
6177,CUQ,AU,Coen Airport,OC,airport,-13.763889,143.11333,medium,1
6178,OOM,AU,Cooma Snowy Mountains Airport,OC,airport,-36.308334,148.97333,medium,1
6179,CDA,AU,Cooinda Airport,OC,airport,-12.905278,132.5225,small,1
6180,CWW,AU,Corowa Airport,OC,airport,-35.966667,146.35,medium,1
6181,CYG,AU,Corryong Airport,OC,airport,-36.25,147.9,medium,1
6182,CDQ,AU,Croydon Airport,OC,airport,-18.3,142.25,small,1
6183,KCE,AU,Collinsville Airport,OC,airport,-20.55,147.86667,small,1
6184,CMD,AU,Cootamundra Airport,OC,airport,-34.628334,148.04333,medium,1
6185,CUG,AU,Cudal Airport,OC,airport,-32.0,151.0,small,1
6186,CUY,AU,Cue Airport,OC,airport,-27.45,117.916664,small,1
6187,CWR,AU,Cowarie Airport,OC,airport,-27.716667,138.33333,small,1
6188,CCW,AU,Cowell Airport,OC,airport,-33.63333,136.83333,small,1
6189,CWT,AU,Cowra Airport,OC,airport,-33.855,148.64667,medium,1
6190,DJR,AU,Dajarra Airport,OC,airport,,,small,1
6191,DBY,AU,Dalby Airport,OC,airport,-27.15,151.26666,small,1
6192,DRN,AU,Dirranbandi Airport,OC,airport,-28.586666,148.21527,medium,1
6193,DNB,AU,Dunbar Airport,OC,airport,-16.010834,142.39055,small,1
6194,DRB,AU,Derby Airport,OC,airport,-17.373333,123.6525,medium,1
6195,DFP,AU,Drumduff Airport,OC,airport,-16.0,143.33333,small,1
6196,DLK,AU,Dulkaninna Airport,OC,airport,-29.016666,139.46666,small,1
6197,DDN,AU,Delta Downs Airport,OC,airport,-16.916668,141.3,small,1
6198,DLV,AU,Delissaville Airport,OC,airport,-12.566667,130.63333,small,1
6199,DMD,AU,Doomadgee Airport,OC,airport,-17.939201,138.8216,small,1
6200,DVR,AU,Daly River Airport,OC,airport,-13.75,130.68333,small,1
6201,NLF,AU,Darnley Island Airport,OC,airport,-9.584515,143.7869,small,1
6202,DRD,AU,Dorunda Airport,OC,airport,-16.5,142.33333,small,1
6203,DVP,AU,Davenport Downs Airport,OC,airport,-24.133333,141.11667,small,1
6204,DPO,AU,Devonport Airport,OC,airport,-41.172054,146.42754,medium,1
6205,DHD,AU,Durham Downs Airport,OC,airport,-26.1,149.08333,small,1
6206,DRR,AU,Durrie Airport,OC,airport,-25.616667,140.21666,small,1
6207,DKV,AU,Docker River Airport,OC,airport,-24.866667,129.08333,small,1
6208,DYA,AU,Dysart Airport,OC,airport,-23.5,148.0,medium,1
6209,WDA,YE,Wadi Ain Airport,AS,airport,14.866667,45.55,small,1
6210,ECH,AU,Echuca Airport,OC,airport,-36.15,144.75,medium,1
6211,EUC,AU,Eucla Airport,OC,airport,-31.716667,128.86667,small,1
6212,ETD,AU,Etadunna Airport,OC,airport,-27.5,138.0,small,1
6213,ENB,AU,Eneabba Airport,OC,airport,-30.083332,114.98333,small,1
6214,EIH,AU,Einasleigh Airport,OC,airport,-18.5,144.1,small,1
6215,ELC,AU,Elcho Island Airport,OC,airport,-12.019817,135.5698,medium,1
6216,EMD,AU,Emerald Airport,OC,airport,-23.56861,148.1744,medium,1
6217,ERB,AU,Ernabella Airport,OC,airport,-26.283333,132.11667,small,1
6218,EPR,AU,Esperance Airport,OC,airport,-33.68248,121.83039,medium,1
6219,EVD,AU,Eva Downs Airport,OC,airport,-18.016666,134.86667,small,1
6220,EVH,AU,Evans Head Aerodrome,OC,airport,-29.1,153.41667,small,1
6221,EXM,AU,Exmouth Airport,OC,airport,-22.25,114.25,small,1
6222,FRB,AU,Forbes Airport,OC,airport,-33.4,148.05,medium,1
6223,KFE,AU,Fortescue - Dave Forrest Aerodrome,OC,airport,-22.291945,119.437225,small,1
6224,FLY,AU,Finley Airport,OC,airport,-35.65,145.58333,small,1
6225,FLS,AU,Flinders Island Airport,OC,airport,-40.095,147.99667,small,1
6226,FVL,AU,Flora Valley Airport,OC,airport,-18.283333,128.41667,small,1
6227,FIK,AU,Finke Airport,OC,airport,-25.566668,134.58333,small,1
6228,FOS,AU,Forrest Airport,OC,airport,-30.816668,128.05,medium,1
6229,FOT,AU,Forster (Wallis Is) Airport,OC,airport,-32.183334,151.51666,small,1
6230,FIZ,AU,Fitzroy Crossing Airport,OC,airport,-18.178333,125.55417,medium,1
6231,GAH,AU,Gayndah Airport,OC,airport,-25.433332,151.48334,small,1
6232,GBL,AU,South Goulburn Is Airport,OC,airport,-11.55,133.43333,small,1
6233,GUH,AU,Gunnedah Airport,OC,airport,-30.95,150.23334,medium,1
6234,GOO,AU,Goondiwindi Airport,OC,airport,-28.524445,150.31944,small,1
6235,GDD,AU,Gordon Downs Airport,OC,airport,-18.716667,128.55,small,1
6236,GGD,AU,Gregory Downs Airport,OC,airport,-18.633333,139.23334,small,1
6237,GTS,AU,Granite Downs Airport,OC,airport,-26.966667,133.61667,small,1
6238,GET,AU,Geraldton Airport,OC,airport,-28.796078,114.70205,medium,1
6239,GFN,AU,Grafton Airport,OC,airport,-29.759521,153.02834,medium,1
6240,GBV,AU,Gibb River Airport,OC,airport,-15.65,126.63333,small,1
6241,GLT,AU,Gladstone Airport,OC,airport,-23.87147,151.22351,medium,1
6242,GUL,AU,Goulburn Airport,OC,airport,-34.75,149.71666,medium,1
6243,GLG,AU,Glengyle Airport,OC,airport,-24.816668,139.6,small,1
6244,GEX,AU,Geelong Airport,OC,airport,-38.13333,144.35,small,1
6245,GLI,AU,Glen Innes Airport,OC,airport,-29.676666,151.69083,medium,1
6246,GLM,AU,Glenormiston Airport,OC,airport,-22.916668,138.83333,small,1
6247,GVP,AU,Greenvale Airport,OC,airport,-15.783333,144.61667,small,1
6248,GPN,AU,Garden Point Airport,OC,airport,-11.766667,130.01666,medium,1
6249,GTE,AU,Groote Eylandt Airport,OC,airport,-13.973887,136.46002,medium,1
6250,GFF,AU,Griffith Airport,OC,airport,-34.255432,146.0627,medium,1
6251,GTT,AU,Georgetown Airport,OC,airport,-18.416668,143.78334,small,1
6252,GEE,AU,Georgetown (Tas) Airport,OC,airport,-18.283333,143.55,small,1
6253,GYP,AU,Gympie Airport,OC,airport,-26.183332,152.63333,small,1
6254,HWK,AU,Wilpena Pound Airport,OC,airport,-31.716667,138.41667,small,1
6255,HXX,AU,Hay Airport,OC,airport,-34.516666,144.83333,medium,1
6256,HVB,AU,Hervey Bay Airport,OC,airport,-25.319868,152.88521,medium,1
6257,HUB,AU,Humbert River Airport,OC,airport,-16.5,130.75,small,1
6258,HIP,AU,Headingly Airport,OC,airport,-21.316668,138.28334,small,1
6259,HID,AU,Horn Island Airport,OC,airport,-10.583333,142.28334,medium,1
6260,HCQ,AU,Halls Creek Airport,OC,airport,-18.233334,127.666664,medium,1
6261,HMG,AU,Hermannsburg Airport,OC,airport,-23.95,132.75,small,1
6262,HLT,AU,Hamilton Airport,OC,airport,-37.65,142.06056,medium,1
6263,HOK,AU,Hooker Creek Airport,OC,airport,-18.335,130.6325,small,1
6264,MHU,AU,Mount Hotham Airport,OC,airport,-36.966667,147.18333,medium,1
6265,HTU,AU,Hopetoun Airport,OC,airport,-35.7,142.36667,medium,1
6266,HSM,AU,Horsham Airport,OC,airport,-36.666668,142.16667,medium,1
6267,HGD,AU,Hughenden Airport,OC,airport,-20.81889,144.22444,small,1
6268,IDK,AU,Indulkana Airport,OC,airport,-26.966667,133.325,small,1
6269,IFL,AU,Innisfail Airport,OC,airport,-17.55,146.01666,small,1
6270,IFF,AU,Iffley Airport,OC,airport,-18.9,141.21666,small,1
6271,IGH,AU,Ingham Airport,OC,airport,-18.716667,146.16667,small,1
6272,IKP,AU,Inkerman Airport,OC,airport,-16.25,141.5,small,1
6273,INJ,AU,Injune Airport,OC,airport,-25.883333,148.53334,small,1
6274,INM,AU,Innamincka Airport,OC,airport,-27.75,140.73334,small,1
6275,IVW,AU,Inverway Airport,OC,airport,-17.833332,129.63333,small,1
6276,ISI,AU,Isisford Airport,OC,airport,-24.263332,144.42334,small,1
6277,IVR,AU,Inverell Airport,OC,airport,-29.883896,151.14056,medium,1
6278,JAB,AU,Jabiru Airport,OC,airport,-12.659722,132.89194,small,1
6279,JUN,AU,Jundah Airport,OC,airport,-24.833332,143.06667,small,1
6280,QJD,AU,Jindabyne Airport,OC,airport,,,small,1
6281,JCK,AU,Julia Creek Airport,OC,airport,-20.583332,141.7,small,1
6282,JUR,AU,Jurien Bay Airport,OC,airport,-30.266666,115.05,small,1
6283,UBU,AU,Kalumburu Airport,OC,airport,-14.3,126.65,small,1
6284,KAX,AU,Kalbarri Airport,OC,airport,-27.691929,114.26052,small,1
6285,KBY,AU,Streaky Bay Airport,OC,airport,-33.0,134.0,small,1
6286,KCS,AU,Kings Creek Airport,OC,airport,-24.383333,131.68333,small,1
6287,KRA,AU,Kerang Airport,OC,airport,-35.666668,143.91667,medium,1
6288,KNS,AU,King Island Airport,OC,airport,-39.879776,143.88168,medium,1
6289,KBB,AU,Kirkimbie Station Airport,OC,airport,-17.766666,129.21666,small,1
6290,KFG,AU,Kalkgurung Airport,OC,airport,-17.433332,130.81667,small,1
6291,KKP,AU,Koolburra Airport,OC,airport,-15.583333,143.95,small,1
6292,KRB,AU,Karumba Airport,OC,airport,-17.456667,140.83194,small,1
6293,KML,AU,Kamileroi Airport,OC,airport,-19.366667,140.05,small,1
6294,KPS,AU,Kempsey Airport,OC,airport,-31.083332,152.76666,medium,1
6295,KNI,AU,Katanning Airport,OC,airport,-33.7,117.55,small,1
6296,KWM,AU,Kowanyama Airport,OC,airport,-15.4875,141.74834,medium,1
6297,KGY,AU,Kingaroy Airport,OC,airport,-26.55,151.83333,medium,1
6298,KGC,AU,Kingscote Airport,OC,airport,-35.709305,137.52332,medium,1
